TrnPeriodNumber,TrnEmpCode,TrnParCode,TrnAmount,TrnAffectAmount,TrnPrintFlag,TrnuserId,TrnRecordno,TrnDate,TrnRef
2,121,22,660,0,2,0,498567,09-11-2022 00:00,
2,121,23,420,0,2,0,498568,09-11-2022 00:00,
2,122,1,5200,0,2,zemy,22,05-08-2023 00:00,
2,122,3,0,0,2,0,957087,15-09-2023 00:00,
2,122,4,30,0,2,0,938161,15-09-2023 00:00,
2,122,5,5200,0,2,0,938162,15-09-2023 00:00,
2,122,8,1200,0,2,zemy,4005,05-08-2023 00:00,
2,122,11,0,0,2,0,957088,15-09-2023 00:00,
2,122,12,14,0,0,zemy,955647,11-09-2023 00:00,
2,122,13,663.55,0,2,0,955829,15-09-2023 00:00,
2,122,14,16,0,0,zemy,955648,11-09-2023 00:00,
2,122,15,866.66,0,2,0,955830,15-09-2023 00:00,
2,122,17,0,0,2,0,957089,15-09-2023 00:00,
2,122,21,1117.56,0,2,0,61769,15-09-2023 00:00,
2,122,22,572,0,2,0,232302,15-09-2023 00:00,
2,122,23,364,0,2,0,232303,15-09-2023 00:00,
2,122,24,0,0,2,0,957090,15-09-2023 00:00,
2,122,25,0,0,2,0,957091,15-09-2023 00:00,
2,122,27,0,0,2,0,957092,15-09-2023 00:00,
2,122,33,0,0,2,0,957093,15-09-2023 00:00,
2,122,34,0,0,2,0,957094,15-09-2023 00:00,
2,122,35,0,0,2,0,957095,15-09-2023 00:00,
2,122,37,0,0,2,0,957096,15-09-2023 00:00,
2,122,39,0,0,2,0,957097,15-09-2023 00:00,
2,122,41,0,0,2,0,957098,15-09-2023 00:00,
2,122,44,0,0,2,0,957099,15-09-2023 00:00,
2,122,46,800,0,2,zemy,775832,06-07-2022 00:00,
2,122,48,0,0,2,0,957100,15-09-2023 00:00,
2,122,50,1530.21,0,2,0,955844,15-09-2023 00:00,
2,122,51,6730.21,0,2,0,938182,15-09-2023 00:00,
2,122,52,7930.21,0,2,0,938181,15-09-2023 00:00,
2,122,62,0,0,2,0,957101,15-09-2023 00:00,
2,122,99,5648.65,0,2,0,938179,15-09-2023 00:00,
2,123,1,11300,0,2,zemy,23,12-10-2020 00:00,
2,123,8,3000,0,2,zemy,4010,15-04-2020 00:00,
2,123,9,4615.4,0,2,zemy,557027,05-08-2022 00:00,OT Card
2,123,18,4500,0,2,zemy,4011,04-02-2021 00:00,
2,123,21,4070.41,0,2,0,61795,05-08-2022 00:00,
2,123,22,1243,0,2,0,670910,05-08-2022 00:00,
2,123,23,791,0,2,0,670911,05-08-2022 00:00,
2,124,1,2800,0,2,zemy,24,05-08-2023 00:00,
2,124,3,0,0,2,0,957102,15-09-2023 00:00,
2,124,4,30,0,2,0,938184,15-09-2023 00:00,
2,124,5,2800,0,2,0,938185,15-09-2023 00:00,
2,124,8,600,0,2,zemy,4015,06-02-2020 00:00,
2,124,11,0,0,2,0,957103,15-09-2023 00:00,
2,124,13,0,0,2,0,957104,15-09-2023 00:00,
2,124,15,0,0,2,0,957105,15-09-2023 00:00,
2,124,17,0,0,2,0,957106,15-09-2023 00:00,
2,124,21,277.5,0,2,0,61821,15-09-2023 00:00,
2,124,22,308,0,2,0,78653,15-09-2023 00:00,
